productId,supplierId,supplierName,name,sku,category,currentPrice,originalPrice,cost,stock,maxStock,minStockLevel,isPerishable,expirationDate,daysUntilExpiry,status,lastUpdated,updatedAt,history_price,history_reason,history_date
9d116d61-5a60-44b1-9898-3325ab7a8e9a,20f88c6b-a8e4-49f5-bee3-4f0b01593034,Supplier 6,Blueberries,BLU-930,Fruits,6.06,6.13,4.55,167,207,31,True,2025-07-14T14:28:43.701987,11,stable,2025-07-02T14:28:43.701994,2025-07-02T14:28:43.701994,6.06,Initial creation,2025-07-02T14:28:43.701994
628c970a-1bc6-406c-9d9a-95cbf7b618ff,585a9aa9-860c-4f66-bae2-8d7f7293794f,Supplier 9,Chicken Breast,CHI-851,Meat,3.13,3.53,2.38,246,283,24,True,2025-07-18T14:28:43.702043,15,stable,2025-07-02T14:28:43.702052,2025-07-02T14:28:43.702052,3.13,Initial creation,2025-07-02T14:28:43.702052
409f46f5-a7ab-4ba4-a57d-bb214f5d64ce,e6a90411-b93f-4b55-8b14-acb1a1b4d163,Supplier 10,Bagels,BAG-275,Bakery,2.64,2.7,2.12,204,254,34,False,,,stable,2025-07-02T14:28:43.702100,2025-07-02T14:28:43.702100,2.64,Initial creation,2025-07-02T14:28:43.702100
57621488-5dc5-4b9d-9a95-073ac153b71f,3e65ee05-e4e3-4816-99ce-f936f83840f8,Supplier 1,Cola,COL-808,Beverages,4.0,4.04,3.26,230,326,37,False,,,stable,2025-07-02T14:28:43.702148,2025-07-02T14:28:43.702148,4.0,Initial creation,2025-07-02T14:28:43.702148
586fedb7-b298-4fe1-b12b-f4f992509af9,6f113d23-7a9b-4eaf-9a56-3e7d5c126eb8,Supplier 9,Ground Beef,GRO-636,Meat,2.2,2.27,1.77,80,110,39,True,2025-07-10T14:28:43.702202,7,stable,2025-07-02T14:28:43.702210,2025-07-02T14:28:43.702210,2.2,Initial creation,2025-07-02T14:28:43.702210
d56421bc-1194-46ed-955e-b19cd5e9a115,2664d291-a41a-4f83-b1dc-2dd9274cf155,Supplier 7,Bananas,BAN-869,Fruits,2.61,2.85,2.2,180,244,19,True,2025-07-28T14:28:43.702273,25,stable,2025-07-02T14:28:43.702281,2025-07-02T14:28:43.702281,2.61,Initial creation,2025-07-02T14:28:43.702281
41a4af6a-bb4b-47cd-86f4-c57b3bf505ff,52c8fd69-8f98-4321-a0a3-12069160b256,Supplier 4,Lettuce,LET-519,Vegetables,2.14,2.38,1.4,245,273,16,True,2025-07-23T14:28:43.702347,20,stable,2025-07-02T14:28:43.702354,2025-07-02T14:28:43.702354,2.14,Initial creation,2025-07-02T14:28:43.702354
92a98377-d9ec-4b6b-b8f9-c9612957a674,db545316-dc74-4429-910f-8ce2886370d6,Supplier 8,Blueberries,BLU-562,Fruits,4.4,4.62,3.38,217,278,18,True,2025-08-01T14:28:43.702407,29,stable,2025-07-02T14:28:43.702415,2025-07-02T14:28:43.702415,4.4,Initial creation,2025-07-02T14:28:43.702415
55c34233-b259-40cc-9e16-b2bfddb67514,6d1e9053-ec75-48b6-8523-8ceb72cd9c71,Supplier 9,Spinach,SPI-475,Vegetables,6.7,7.78,5.68,106,148,41,True,2025-07-27T14:28:43.702574,24,stable,2025-07-02T14:28:43.702585,2025-07-02T14:28:43.702585,6.7,Initial creation,2025-07-02T14:28:43.702585
a4324b5b-9881-432a-82f5-c962bca39386,a168b851-4550-4eda-b869-d226a9068e4e,Supplier 8,Blueberries,BLU-986,Fruits,3.71,3.85,2.71,161,242,26,True,2025-07-12T14:28:43.702635,9,stable,2025-07-02T14:28:43.702643,2025-07-02T14:28:43.702643,3.71,Initial creation,2025-07-02T14:28:43.702643
28959e34-b488-4e07-9179-dd3abfc0b245,e022bbc3-497a-45cb-80b2-45f7710547d9,Supplier 7,Bagels,BAG-415,Bakery,2.04,2.32,1.72,181,273,13,False,,,stable,2025-07-02T14:28:43.702690,2025-07-02T14:28:43.702690,2.04,Initial creation,2025-07-02T14:28:43.702690
a70f50ff-15d6-413b-9313-e70de41b457f,e96b6847-854b-444f-be67-1da27da97502,Supplier 3,Turkey,TUR-807,Meat,5.49,6.09,3.43,268,367,18,True,2025-07-24T14:28:43.702740,21,stable,2025-07-02T14:28:43.702750,2025-07-02T14:28:43.702750,5.49,Initial creation,2025-07-02T14:28:43.702750
50d87e04-f65d-4f0d-9dcb-db8492b26332,a8355721-a7ef-409e-bbc8-03ba7018dc8f,Supplier 3,Carrots,CAR-694,Vegetables,4.47,4.79,3.5,59,88,45,True,2025-07-25T14:28:43.702795,22,stable,2025-07-02T14:28:43.702800,2025-07-02T14:28:43.702800,4.47,Initial creation,2025-07-02T14:28:43.702800
bd530d00-a92c-427e-907f-0ff7b9b3ee56,753638da-657e-45c0-916a-498bfa855422,Supplier 4,Whole Milk,WHO-575,Dairy,4.15,4.81,2.55,292,346,12,True,2025-07-17T14:28:43.702836,14,stable,2025-07-02T14:28:43.702843,2025-07-02T14:28:43.702843,4.15,Initial creation,2025-07-02T14:28:43.702843
d27e4151-523c-43aa-baf3-58c93e2dbe46,ecabbb3a-3f27-4f48-bb07-d6f3433aa395,Supplier 2,Green Tea,GRE-819,Beverages,8.28,8.77,6.21,58,90,47,False,,,stable,2025-07-02T14:28:43.703060,2025-07-02T14:28:43.703060,8.28,Initial creation,2025-07-02T14:28:43.703060
694ba93a-2720-493b-92f7-57d2a301a6eb,4aff1f2e-83b0-4aae-9934-014f9d6770c4,Supplier 8,Chicken Breast,CHI-583,Meat,2.18,2.53,1.77,166,243,38,True,2025-07-13T14:28:43.703269,10,stable,2025-07-02T14:28:43.703282,2025-07-02T14:28:43.703282,2.18,Initial creation,2025-07-02T14:28:43.703282
30c0d337-f110-4ca8-a78b-2f3c530cfffe,adee20b3-5932-45a1-9976-834fe1d6024d,Supplier 7,Ground Beef,GRO-272,Meat,8.83,9.57,5.38,108,161,18,True,2025-07-27T14:28:43.703345,24,stable,2025-07-02T14:28:43.703353,2025-07-02T14:28:43.703353,8.83,Initial creation,2025-07-02T14:28:43.703353
8673da22-4e4e-4cce-a911-7a29b4c2d4a6,ac7eb938-bfb7-47f2-8c6c-e58ff7cc7cae,Supplier 6,Pork Chops,POR-744,Meat,7.09,8.15,6.34,237,305,14,True,2025-07-13T14:28:43.703639,10,stable,2025-07-02T14:28:43.703655,2025-07-02T14:28:43.703655,7.09,Initial creation,2025-07-02T14:28:43.703655
914318bd-f75e-42c1-a882-3d393d213025,3c634614-53ae-4883-ae19-fcdf01384715,Supplier 9,Bananas,BAN-319,Fruits,2.98,3.29,2.64,191,242,32,True,2025-07-29T14:28:43.703855,26,stable,2025-07-02T14:28:43.703868,2025-07-02T14:28:43.703868,2.98,Initial creation,2025-07-02T14:28:43.703868
b594e7e0-af9e-4d65-ae4a-dee995375415,f852c248-d4ac-465a-a113-08a890e9119b,Supplier 5,Bananas,BAN-102,Fruits,3.52,3.98,3.12,31,56,23,True,2025-07-14T14:28:43.703927,11,stable,2025-07-02T14:28:43.703933,2025-07-02T14:28:43.703933,3.52,Initial creation,2025-07-02T14:28:43.703933
02ed614a-48eb-4267-ac74-cb768c10b062,d4b400dc-0b4b-4d67-8f84-83e29b0393cd,Supplier 5,Tomatoes,TOM-671,Vegetables,6.91,6.99,5.08,147,197,20,True,2025-07-08T14:28:43.703973,5,stable,2025-07-02T14:28:43.703977,2025-07-02T14:28:43.703977,6.91,Initial creation,2025-07-02T14:28:43.703977
9ea1762b-8a07-414a-947c-e415cb68fc9d,60f27266-0382-4d91-bd28-a4c6fd22ace0,Supplier 7,Pork Chops,POR-938,Meat,2.35,2.75,1.47,14,68,39,True,2025-07-05T14:28:43.704030,2,low_stock,2025-07-02T14:28:43.704038,2025-07-02T14:28:43.704038,2.35,Initial creation,2025-07-02T14:28:43.704038
b31020e4-607d-4874-97cf-2c65eb83eafa,797a9e08-6aea-491c-9a99-a3a52df9d39c,Supplier 4,Cream,CRE-557,Dairy,6.06,6.16,5.45,138,213,22,True,2025-07-23T14:28:43.704084,20,stable,2025-07-02T14:28:43.704091,2025-07-02T14:28:43.704091,6.06,Initial creation,2025-07-02T14:28:43.704091
c3defde7-59e2-4d9d-bcb7-71c521135c16,c9c4e0cf-f26c-4093-a66d-76a022da91b2,Supplier 9,Carrots,CAR-539,Vegetables,4.56,5.31,3.41,233,303,45,True,2025-07-12T14:28:43.704310,9,stable,2025-07-02T14:28:43.704327,2025-07-02T14:28:43.704327,4.56,Initial creation,2025-07-02T14:28:43.704327
93bfc678-af12-4c17-ad18-256930f91ea1,b47b81c0-2e6c-469a-8b5c-9f6049ec38b6,Supplier 10,Organic Apples,ORG-583,Fruits,4.29,4.62,2.69,168,227,45,True,2025-07-08T14:28:43.704406,5,stable,2025-07-02T14:28:43.704414,2025-07-02T14:28:43.704414,4.29,Initial creation,2025-07-02T14:28:43.704414
37749e27-218e-4761-964c-ced633d4d52f,e3fcabcd-1183-4e92-912e-bc254790c165,Supplier 6,Pork Chops,POR-362,Meat,3.68,4.1,2.62,100,133,43,True,2025-07-11T14:28:43.704461,8,stable,2025-07-02T14:28:43.704485,2025-07-02T14:28:43.704485,3.68,Initial creation,2025-07-02T14:28:43.704485
b5207f29-0d4e-4334-a76f-d4f0c3818fca,869d65ce-54d6-406b-8d90-2003aa637027,Supplier 3,Lettuce,LET-947,Vegetables,8.71,8.89,5.63,118,194,29,True,2025-07-18T14:28:43.704535,15,stable,2025-07-02T14:28:43.704543,2025-07-02T14:28:43.704543,8.71,Initial creation,2025-07-02T14:28:43.704543
f932733c-2e9c-4313-bef2-b8e5c92e5acb,2c75d2d2-6a61-41be-bc21-2f18f085515b,Supplier 5,Cheddar Cheese,CHE-194,Dairy,8.08,8.39,5.66,18,51,40,True,2025-07-07T14:28:43.704593,4,low_stock,2025-07-02T14:28:43.704603,2025-07-02T14:28:43.704603,8.08,Initial creation,2025-07-02T14:28:43.704603
41d987fa-c3f6-4c50-b618-f609aae6d8fb,55d95dde-5cb8-4068-96dd-148816bc8325,Supplier 6,Whole Wheat Bread,WHO-779,Bakery,5.93,5.94,3.81,163,245,23,False,,,stable,2025-07-02T14:28:43.704658,2025-07-02T14:28:43.704658,5.93,Initial creation,2025-07-02T14:28:43.704658
76e27af0-a405-4f54-908f-567a68a0caf1,76d8cc7f-8bb3-4ee8-9a21-981652a39a13,Supplier 5,Butter,BUT-411,Dairy,7.91,8.6,5.01,200,283,25,True,2025-07-08T14:28:43.704700,5,stable,2025-07-02T14:28:43.704708,2025-07-02T14:28:43.704708,7.91,Initial creation,2025-07-02T14:28:43.704708
242de654-6b90-4aca-bb54-c72a2148ec3a,4b6e3290-ece1-406e-b59a-6459b8385492,Supplier 8,Butter,BUT-967,Dairy,3.99,4.55,2.7,186,260,42,True,2025-07-15T14:28:43.704767,12,stable,2025-07-02T14:28:43.704774,2025-07-02T14:28:43.704774,3.99,Initial creation,2025-07-02T14:28:43.704774
da6a2a47-2332-4be9-971e-47dd7eef2062,b7410e8a-b3ea-4907-a223-554f91f171df,Supplier 4,Cherries,CHE-915,Fruits,4.09,4.66,2.61,195,252,28,True,2025-07-11T14:28:43.704830,8,stable,2025-07-02T14:28:43.704837,2025-07-02T14:28:43.704837,4.09,Initial creation,2025-07-02T14:28:43.704837
53e205e4-a712-4f1e-8b77-f59b9d666ef6,edd52ebf-2d4f-4112-85c2-9885b039c018,Supplier 9,Pork Chops,POR-158,Meat,5.31,5.46,3.74,247,322,40,True,2025-07-26T14:28:43.704909,23,stable,2025-07-02T14:28:43.704917,2025-07-02T14:28:43.704917,5.31,Initial creation,2025-07-02T14:28:43.704917
05d17cc9-b1ec-4db1-a524-ccb05062ab3e,f308035e-edc2-4f94-ac77-9784ff355c29,Supplier 1,Ground Beef,GRO-431,Meat,8.73,9.14,5.67,115,162,13,True,2025-07-16T14:28:43.704983,13,stable,2025-07-02T14:28:43.704989,2025-07-02T14:28:43.704989,8.73,Initial creation,2025-07-02T14:28:43.704989
da3cd364-1718-4e7d-bd98-25ec59d29627,5d4230f4-2742-4a88-a20f-b93213beb644,Supplier 4,Cheddar Cheese,CHE-660,Dairy,8.9,9.25,6.28,33,79,35,True,2025-07-23T14:28:43.705047,20,low_stock,2025-07-02T14:28:43.705054,2025-07-02T14:28:43.705054,8.9,Initial creation,2025-07-02T14:28:43.705054
301ce401-14eb-4676-8052-e3beabd29885,34bf5fb7-6825-4341-a369-ca9195933bb4,Supplier 7,Blueberries,BLU-126,Fruits,7.0,7.32,5.96,85,106,10,True,2025-07-23T14:28:43.705281,20,stable,2025-07-02T14:28:43.705294,2025-07-02T14:28:43.705294,7.0,Initial creation,2025-07-02T14:28:43.705294
4086f0fa-39d7-4517-9baa-509e5b824248,e97b0752-af7b-4910-8f2e-6c42b9d4a472,Supplier 10,Ground Beef,GRO-281,Meat,9.4,9.92,8.27,243,270,15,True,2025-07-06T14:28:43.705368,3,stable,2025-07-02T14:28:43.705377,2025-07-02T14:28:43.705377,9.4,Initial creation,2025-07-02T14:28:43.705377
c5b95002-790d-448e-9518-731da854e512,379bb330-eecf-4166-aeb7-fb2d2d581b9a,Supplier 8,Bacon,BAC-683,Meat,6.99,7.62,6.07,174,212,47,True,2025-07-28T14:28:43.705591,25,stable,2025-07-02T14:28:43.705605,2025-07-02T14:28:43.705605,6.99,Initial creation,2025-07-02T14:28:43.705605
e2d193dd-8bc6-4c68-9784-be40cbabe6ee,d40dfd2c-b389-4da9-a907-24a97b84b25f,Supplier 2,Greek Yogurt,GRE-627,Dairy,6.02,7.03,5.18,148,247,36,True,2025-07-06T14:28:43.705668,3,stable,2025-07-02T14:28:43.705675,2025-07-02T14:28:43.705675,6.02,Initial creation,2025-07-02T14:28:43.705675
e0db389d-3521-4dfd-b857-0ea1f2634b8a,ce13d277-f3e5-475b-a1f3-8b402347a793,Supplier 5,Orange Juice,ORA-310,Beverages,6.82,7.49,5.39,20,40,32,False,,,low_stock,2025-07-02T14:28:43.705860,2025-07-02T14:28:43.705860,6.82,Initial creation,2025-07-02T14:28:43.705860
4f98399b-657b-4904-bd25-e09b720152da,609e69ef-b1c4-470a-9907-f1071379af09,Supplier 1,Broccoli,BRO-811,Vegetables,4.43,4.57,3.25,132,199,23,True,2025-07-16T14:28:43.705928,13,stable,2025-07-02T14:28:43.705937,2025-07-02T14:28:43.705937,4.43,Initial creation,2025-07-02T14:28:43.705937
ef65f06e-d733-4277-9d6b-ce8ea68fb146,b99c1440-c208-4018-9c18-1c9221d05e2c,Supplier 1,Muffins,MUF-978,Bakery,2.29,2.32,1.89,275,330,27,False,,,stable,2025-07-02T14:28:43.705991,2025-07-02T14:28:43.705991,2.29,Initial creation,2025-07-02T14:28:43.705991
1430ebbd-ab7c-4c10-b99d-24ebf35a1079,1231f1a7-7b9e-4243-a4ec-911b5e9b82d0,Supplier 8,Lettuce,LET-719,Vegetables,2.8,2.94,1.79,258,324,20,True,2025-07-15T14:28:43.706045,12,stable,2025-07-02T14:28:43.706054,2025-07-02T14:28:43.706054,2.8,Initial creation,2025-07-02T14:28:43.706054
5c089c73-aa3c-4697-bd7b-86cd8f3f3664,e3ee1cb3-bbd3-4472-af74-b08fa82d192e,Supplier 1,Cola,COL-830,Beverages,8.02,8.51,6.61,67,158,23,False,,,stable,2025-07-02T14:28:43.706211,2025-07-02T14:28:43.706211,8.02,Initial creation,2025-07-02T14:28:43.706211
54ba0604-d3a2-401c-a286-38cfd08570b1,423dc63b-8c8d-4c57-893b-7fdede10ebbe,Supplier 4,Whole Wheat Bread,WHO-590,Bakery,5.69,6.56,4.26,94,141,36,False,,,stable,2025-07-02T14:28:43.706263,2025-07-02T14:28:43.706263,5.69,Initial creation,2025-07-02T14:28:43.706263
04a3a94d-5711-4f7c-9a97-85975bd1d451,1f161945-bf99-4f31-bb0a-4ade0b27fcbe,Supplier 3,Spinach,SPI-592,Vegetables,6.2,6.73,4.23,266,361,26,True,2025-07-23T14:28:43.706294,20,stable,2025-07-02T14:28:43.706306,2025-07-02T14:28:43.706306,6.2,Initial creation,2025-07-02T14:28:43.706306
901157a1-536a-4f90-bdd7-ee5dd09692f6,91fe1588-b236-4302-9c57-dbfdf850b4b8,Supplier 1,Cream,CRE-469,Dairy,6.78,7.32,5.9,105,145,41,True,2025-07-22T14:28:43.706507,19,stable,2025-07-02T14:28:43.706525,2025-07-02T14:28:43.706525,6.78,Initial creation,2025-07-02T14:28:43.706525
dfbfbf3f-768d-4387-a31f-48b3462a1967,1c376675-c758-4654-b1f4-a12e4b848477,Supplier 5,Oranges,ORA-611,Fruits,8.85,9.14,5.32,107,171,40,True,2025-07-13T14:28:43.706571,10,stable,2025-07-02T14:28:43.706576,2025-07-02T14:28:43.706576,8.85,Initial creation,2025-07-02T14:28:43.706576
ae3b59ab-d3db-433b-b4c1-60bb28455b9d,6c728fb9-d2ee-4419-9436-0562b609f144,Supplier 5,Oranges,ORA-556,Fruits,7.82,7.95,6.07,240,325,25,True,2025-08-01T14:28:43.706617,29,stable,2025-07-02T14:28:43.706625,2025-07-02T14:28:43.706625,7.82,Initial creation,2025-07-02T14:28:43.706625
9b0c3685-1884-4ced-a359-cbe9e5e0d260,b41777f0-490e-4294-a566-4e7082bba4c7,Supplier 8,Bananas,BAN-436,Fruits,9.06,9.85,7.45,59,92,47,True,2025-07-24T14:28:43.706686,21,stable,2025-07-02T14:28:43.706693,2025-07-02T14:28:43.706693,9.06,Initial creation,2025-07-02T14:28:43.706693
fad19042-67e7-41d6-b302-6f541cfdc83d,fc0a233c-c3d8-47be-8bed-575666ac692a,Supplier 3,Bacon,BAC-727,Meat,7.05,8.18,4.64,110,187,11,True,2025-07-12T14:28:43.706742,9,stable,2025-07-02T14:28:43.706746,2025-07-02T14:28:43.706746,7.05,Initial creation,2025-07-02T14:28:43.706746
e36b947f-c12a-4a5a-b2b3-3127e27d9829,e447dd89-3dda-4206-bb8b-4f768c37c0df,Supplier 2,Butter,BUT-821,Dairy,5.14,5.82,4.3,257,333,38,True,2025-07-27T14:28:43.706797,24,stable,2025-07-02T14:28:43.706804,2025-07-02T14:28:43.706804,5.14,Initial creation,2025-07-02T14:28:43.706804
41f97c69-8f40-4e4f-aed3-0b4c73e16e5f,2886bb6a-213b-4c01-868d-3c4a722a4990,Supplier 8,Turkey,TUR-417,Meat,2.54,2.77,2.15,82,155,15,True,2025-07-28T14:28:43.706854,25,stable,2025-07-02T14:28:43.706860,2025-07-02T14:28:43.706860,2.54,Initial creation,2025-07-02T14:28:43.706860
ace02452-82ff-458e-80fa-5d2dde182e37,36c31826-77b4-45ac-8c0a-bb018d034a62,Supplier 5,Turkey,TUR-527,Meat,5.39,5.52,3.67,24,69,43,True,2025-08-01T14:28:43.707084,29,low_stock,2025-07-02T14:28:43.707097,2025-07-02T14:28:43.707097,5.39,Initial creation,2025-07-02T14:28:43.707097
7c40e392-f5c1-4032-94bb-1a53355e6ae3,aeaa61fb-3127-4d82-9789-6c5218b77ef8,Supplier 2,Green Tea,GRE-900,Beverages,3.84,4.36,2.32,111,155,38,False,,,stable,2025-07-02T14:28:43.707142,2025-07-02T14:28:43.707142,3.84,Initial creation,2025-07-02T14:28:43.707142
6304a9fa-600f-40a8-a8e0-e2186456b2c4,ff7a645f-ac21-4a2f-ac2f-f58e8f7da26c,Supplier 10,Bananas,BAN-135,Fruits,4.69,4.82,4.13,237,323,32,True,2025-07-19T14:28:43.707186,16,stable,2025-07-02T14:28:43.707194,2025-07-02T14:28:43.707194,4.69,Initial creation,2025-07-02T14:28:43.707194
d6900f78-99b2-4fd4-ad76-314f1fb7a7d7,d458627b-6ad9-44e1-b939-191431afa741,Supplier 1,Whole Milk,WHO-808,Dairy,4.7,5.22,4.14,24,90,37,True,2025-07-14T14:28:43.707242,11,low_stock,2025-07-02T14:28:43.707249,2025-07-02T14:28:43.707249,4.7,Initial creation,2025-07-02T14:28:43.707249
b2d7a1bc-6c9b-4797-8789-dcd63d35ea2d,1fd35581-04bb-4636-9028-14f783cb9f84,Supplier 8,Muffins,MUF-584,Bakery,3.34,3.4,2.44,151,236,47,False,,,stable,2025-07-02T14:28:43.707285,2025-07-02T14:28:43.707285,3.34,Initial creation,2025-07-02T14:28:43.707285
d002fdd2-9e6f-4a92-b8ea-cf9e51c77103,39c99880-0fd9-4cb1-8d1b-3a1691e66a72,Supplier 4,Cheddar Cheese,CHE-264,Dairy,7.03,7.28,5.66,297,332,18,True,2025-08-01T14:28:43.707332,29,stable,2025-07-02T14:28:43.707337,2025-07-02T14:28:43.707337,7.03,Initial creation,2025-07-02T14:28:43.707337
6b572b81-05ac-4c8b-aa2a-20ac79d9b8e3,7ba55015-7942-442b-87c5-e22d75596a17,Supplier 5,Green Tea,GRE-880,Beverages,8.99,9.83,7.82,263,322,32,False,,,stable,2025-07-02T14:28:43.707367,2025-07-02T14:28:43.707367,8.99,Initial creation,2025-07-02T14:28:43.707367
07d99d0e-f585-4b3a-abd7-9581cc660359,4afa1706-ceb0-4a8d-a27e-3d5d129f2b16,Supplier 10,Cherries,CHE-491,Fruits,7.77,7.86,6.79,72,151,11,True,2025-07-31T14:28:43.707407,28,stable,2025-07-02T14:28:43.707413,2025-07-02T14:28:43.707413,7.77,Initial creation,2025-07-02T14:28:43.707413
2240cf12-0e01-4460-bbfe-a1401f15ca75,0fb21f8d-96b3-4973-85e1-9ea957f583b1,Supplier 3,Coffee,COF-428,Beverages,2.89,3.16,2.27,119,191,39,False,,,stable,2025-07-02T14:28:43.707595,2025-07-02T14:28:43.707595,2.89,Initial creation,2025-07-02T14:28:43.707595
658ed11e-dcff-44bd-af46-42e8c277cff2,068f1dd4-ac1a-4374-956a-705349609072,Supplier 7,Whole Milk,WHO-712,Dairy,4.6,4.96,2.96,78,134,46,True,2025-07-14T14:28:43.707663,11,stable,2025-07-02T14:28:43.707676,2025-07-02T14:28:43.707676,4.6,Initial creation,2025-07-02T14:28:43.707676
7e23d4ac-bd6c-415a-b229-3811a6979c8b,202e7c96-73e7-406e-9671-325a513d8165,Supplier 2,Cheddar Cheese,CHE-606,Dairy,7.09,7.43,5.56,144,197,30,True,2025-07-27T14:28:43.707734,24,stable,2025-07-02T14:28:43.707745,2025-07-02T14:28:43.707745,7.09,Initial creation,2025-07-02T14:28:43.707745
0bf56007-aae2-4f9b-81b5-5a5ab9975043,40d8695f-a717-4ae9-9d64-cbe45f334d22,Supplier 3,Cream,CRE-589,Dairy,6.08,6.49,4.99,39,70,45,True,2025-07-05T14:28:43.707801,2,low_stock,2025-07-02T14:28:43.707823,2025-07-02T14:28:43.707823,6.08,Initial creation,2025-07-02T14:28:43.707823
c38a3ab1-80b4-4317-90a5-c573e4f23e7f,6f6fc4cf-49c3-44df-8165-573cc9dc2733,Supplier 1,Orange Juice,ORA-784,Beverages,6.95,7.76,6.19,128,179,30,False,,,stable,2025-07-02T14:28:43.707906,2025-07-02T14:28:43.707906,6.95,Initial creation,2025-07-02T14:28:43.707906
0460c1c3-f5d8-4b33-972f-28e8cfcf7778,3f30d1b0-bda5-4776-a92b-7c3b6c646a7f,Supplier 6,Turkey,TUR-215,Meat,8.77,9.39,6.76,29,100,19,True,2025-07-17T14:28:43.707960,14,stable,2025-07-02T14:28:43.707969,2025-07-02T14:28:43.707969,8.77,Initial creation,2025-07-02T14:28:43.707969
